,lines,chars,avg_word_length
1818,benötigten informationstechnischen Systeme zusammenwirken.,58,13.75
1819,(2) Bund und Länder können auf Grund von Vereinbarungen die für die Kommunikation zwischen ihren,96,5.466666666666667
1820,informationstechnischen Systemen notwendigen Standards und Sicherheitsanforderungen festlegen.,94,12.571428571428571
1821,Vereinbarungen über die Grundlagen der Zusammenarbeit nach Satz 1 können für einzelne nach Inhalt und,101,5.8
1822,"Ausmaß bestimmte Aufgaben vorsehen, dass nähere Regelungen bei Zustimmung einer in der Vereinbarung zu",102,6.357142857142857
1823,bestimmenden qualifizierten Mehrheit für Bund und Länder in Kraft treten. Sie bedürfen der Zustimmung des,105,6.066666666666666
1824,Bundestages und der Volksvertretungen der beteiligten Länder; das Recht zur Kündigung dieser Vereinbarungen,107,7.3076923076923075
1825,kann nicht ausgeschlossen werden. Die Vereinbarungen regeln auch die Kostentragung.,83,7.4
1826,(3) Die Länder können darüber hinaus den gemeinschaftlichen Betrieb informationstechnischer Systeme sowie,105,7.833333333333333
1827,die Errichtung von dazu bestimmten Einrichtungen vereinbaren.,61,7.857142857142857
1828,(4) Der Bund errichtet zur Verbindung der informationstechnischen Netze des Bundes und der Länder ein,101,5.8
1829,Verbindungsnetz. Das Nähere zur Errichtung und zum Betrieb des Verbindungsnetzes regelt ein Bundesgesetz,104,7.076923076923077
1830,mit Zustimmung des Bundesrates.,31,7.0
1831,(5) Der übergreifende informationstechnische Zugang zu den Verwaltungsleistungen von Bund und Ländern wird,106,7.230769230769231
1832,durch Bundesgesetz mit Zustimmung des Bundesrates geregelt.,59,7.571428571428571
1833,Art 91d ,8,3.5
1834,,0,0.0
1835, ,1,1.0
1836,,0,0.0
1837,Bund und Länder können zur Feststellung und Förderung der Leistungsfähigkeit ihrer Verwaltungen,95,7.0
1838,Vergleichsstudien durchführen und die Ergebnisse veröffentlichen.,65,10.0
1839,Art 91e ,8,3.5
1840,,0,0.0
1841, ,1,1.0
1842,,0,0.0
1843,(1) Bei der Ausführung von Bundesgesetzen auf dem Gebiet der Grundsicherung für Arbeitsuchende wirken,101,6.285714285714286
1844,Bund und Länder oder die nach Landesrecht zuständigen Gemeinden und Gemeindeverbände in der Regel in,100,5.733333333333333
1845,gemeinsamen Einrichtungen zusammen.,35,11.0
1846,"(2) Der Bund kann zulassen, dass eine begrenzte Anzahl von Gemeinden und Gemeindeverbänden auf ihren",100,5.733333333333333
1847,Antrag und mit Zustimmung der obersten Landesbehörde die Aufgaben nach Absatz 1 allein wahrnimmt. Die,101,5.8
1848,"notwendigen Ausgaben einschließlich der Verwaltungsausgaben trägt der Bund, soweit die Aufgaben bei einer",105,7.153846153846154
1849,Ausführung von Gesetzen nach Absatz 1 vom Bund wahrzunehmen sind.,65,5.6
1850,"(3) Das Nähere regelt ein Bundesgesetz, das der Zustimmung des Bundesrates bedarf.",82,5.916666666666667
1851,,0,0.0
1852,IX.,3,3.0
1853,Die Rechtsprechung,18,8.5
1854,Art 92 ,7,3.0
1855,,0,0.0
1856, ,1,1.0
1857,,0,0.0
1858,"Die rechtsprechende Gewalt ist den Richtern anvertraut; sie wird durch das Bundesverfassungsgericht, durch die",110,6.928571428571429
1859,in diesem Grundgesetze vorgesehenen Bundesgerichte und durch die Gerichte der Länder ausgeübt.,94,6.916666666666667
1860,Art 93 ,7,3.0
1861,,0,0.0
1862, ,1,1.0
1863,,0,0.0
1864,(1) Das Bundesverfassungsgericht entscheidet:,45,10.5
1865,1.  ,4,4.0
1866,,0,0.0
1867,2.  ,4,4.0
1868,,0,0.0
1869,über die Auslegung dieses Grundgesetzes aus Anlaß von Streitigkeiten über den Umfang der Rechte und,99,5.666666666666667
1870,"Pflichten eines obersten Bundesorgans oder anderer Beteiligter, die durch dieses Grundgesetz oder in der",104,6.5
1871,Geschäftsordnung eines obersten Bundesorgans mit eigenen Rechten ausgestattet sind;,83,8.333333333333334
1872,bei Meinungsverschiedenheiten oder Zweifeln über die förmliche und sachliche Vereinbarkeit von,94,7.636363636363637
1873,Bundesrecht oder Landesrecht mit diesem Grundgesetze oder die Vereinbarkeit von Landesrecht mit,95,7.0
1874,"sonstigem Bundesrechte auf Antrag der Bundesregierung, einer Landesregierung oder eines Viertels der",100,7.416666666666667
1875,Mitglieder des Bundestages;,27,8.333333333333334
1876, ,1,1.0
1877,,0,0.0
1878, ,1,1.0
1879,,0,0.0
1880,- Seite 27 von 50 -,19,2.3333333333333335
1881,,0,0.0
1882,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
1883,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
1884,,0,0.0
1885,"2a.   bei Meinungsverschiedenheiten, ob ein Gesetz den Voraussetzungen des Artikels 72 Abs. 2 entspricht, auf",109,6.333333333333333
1886,"Antrag des Bundesrates, einer Landesregierung oder der Volksvertretung eines Landes;",84,7.5
1887,3.  ,4,4.0
1888,4.  ,4,4.0
1889,,0,0.0
1890,"bei Meinungsverschiedenheiten über Rechte und Pflichten des Bundes und der Länder, insbesondere bei",99,6.6923076923076925
1891,der Ausführung von Bundesrecht durch die Länder und bei der Ausübung der Bundesaufsicht;,88,5.846153846153846
1892, ,1,1.0
1893,,0,0.0
1894,"in anderen öffentlich-rechtlichen Streitigkeiten zwischen dem Bunde und den Ländern, zwischen",93,7.545454545454546
1895,"verschiedenen Ländern oder innerhalb eines Landes, soweit nicht ein anderer Rechtsweg gegeben ist;",98,6.615384615384615
1896, ,1,1.0
1897,,0,0.0
1898,"4a.   über Verfassungsbeschwerden, die von jedermann mit der Behauptung erhoben werden können, durch",100,6.769230769230769
1899,"die öffentliche Gewalt in einem seiner Grundrechte oder in einem seiner in Artikel 20 Abs. 4, 33, 38, 101,",106,4.631578947368421
1900,103 und 104 enthaltenen Rechte verletzt zu sein;,48,5.125
1901, ,1,1.0
1902,,0,0.0
1903,4b.   über Verfassungsbeschwerden von Gemeinden und Gemeindeverbänden wegen Verletzung des Rechts,97,7.909090909090909
1904,"auf Selbstverwaltung nach Artikel 28 durch ein Gesetz, bei Landesgesetzen jedoch nur, soweit nicht",98,6.071428571428571
1905,Beschwerde beim Landesverfassungsgericht erhoben werden kann;,61,9.333333333333334
1906, ,1,1.0
1907,,0,0.0
1908,4c.   über Beschwerden von Vereinigungen gegen ihre Nichtanerkennung als Partei für die Wahl zum,96,5.928571428571429
1909,Bundestag;,10,10.0
1910, ,1,1.0
1911,,0,0.0
1912,5.  ,4,4.0
1913,,0,0.0
1914,in den übrigen in diesem Grundgesetze vorgesehenen Fällen.,58,6.375
1915, ,1,1.0
1916,,0,0.0
1917, ,1,1.0
1918,,0,0.0
1919,"(2) Das Bundesverfassungsgericht entscheidet außerdem auf Antrag des Bundesrates, einer Landesregierung",103,8.454545454545455
1920,"oder der Volksvertretung eines Landes, ob im Falle des Artikels 72 Abs. 4 die Erforderlichkeit für eine",103,5.117647058823529
1921,bundesgesetzliche Regelung nach Artikel 72 Abs. 2 nicht mehr besteht oder Bundesrecht in den Fällen des,103,5.5
1922,"Artikels 125a Abs. 2 Satz 1 nicht mehr erlassen werden könnte. Die Feststellung, dass die Erforderlichkeit",106,5.6875
1923,"entfallen ist oder Bundesrecht nicht mehr erlassen werden könnte, ersetzt ein Bundesgesetz nach Artikel 72",106,6.133333333333334
1924,"Abs. 4 oder nach Artikel 125a Abs. 2 Satz 2. Der Antrag nach Satz 1 ist nur zulässig, wenn eine Gesetzesvorlage",111,4.333333333333333
1925,nach Artikel 72 Abs. 4 oder nach Artikel 125a Abs. 2 Satz 2 im Bundestag abgelehnt oder über sie nicht innerhalb,112,4.380952380952381
1926,eines Jahres beraten und Beschluss gefasst oder wenn eine entsprechende Gesetzesvorlage im Bundesrat,100,6.769230769230769
1927,abgelehnt worden ist.,21,6.333333333333333
1928,(3) Das Bundesverfassungsgericht wird ferner in den ihm sonst durch Bundesgesetz zugewiesenen Fällen tätig.,107,6.714285714285714
1929,Art 94 ,7,3.0
1930,,0,0.0
1931, ,1,1.0
1932,,0,0.0
1933,(1) Das Bundesverfassungsgericht besteht aus Bundesrichtern und anderen Mitgliedern. Die Mitglieder des,103,7.666666666666667
1934,Bundesverfassungsgerichtes werden je zur Hälfte vom Bundestage und vom Bundesrate gewählt. Sie dürfen,101,6.846153846153846
1935,"weder dem Bundestage, dem Bundesrate, der Bundesregierung noch entsprechenden Organen eines Landes",98,7.25
1936,angehören.,10,10.0
1937,"(2) Ein Bundesgesetz regelt seine Verfassung und das Verfahren und bestimmt, in welchen Fällen seine",100,5.733333333333333
1938,Entscheidungen Gesetzeskraft haben. Es kann für Verfassungsbeschwerden die vorherige Erschöpfung des,100,8.181818181818182
1939,Rechtsweges zur Voraussetzung machen und ein besonderes Annahmeverfahren vorsehen.,82,8.222222222222221
1940,Art 95 ,7,3.0
1941,,0,0.0
1942, ,1,1.0
1943,,0,0.0
1944,"(1) Für die Gebiete der ordentlichen, der Verwaltungs-, der Finanz-, der Arbeits- und der Sozialgerichtsbarkeit",111,6.466666666666667
1945,"errichtet der Bund als oberste Gerichtshöfe den Bundesgerichtshof, das Bundesverwaltungsgericht, den",100,8.181818181818182
1946,"Bundesfinanzhof, das Bundesarbeitsgericht und das Bundessozialgericht.",70,10.833333333333334
1947,(2) Über die Berufung der Richter dieser Gerichte entscheidet der für das jeweilige Sachgebiet zuständige,105,6.066666666666666
1948,"Bundesminister gemeinsam mit einem Richterwahlausschuß, der aus den für das jeweilige Sachgebiet",96,7.083333333333333
1949,"zuständigen Ministern der Länder und einer gleichen Anzahl von Mitgliedern besteht, die vom Bundestage",102,6.357142857142857
1950,gewählt werden.,15,7.0
1951,(3) Zur Wahrung der Einheitlichkeit der Rechtsprechung ist ein Gemeinsamer Senat der in Absatz 1 genannten,106,5.6875
1952,Gerichte zu bilden. Das Nähere regelt ein Bundesgesetz.,55,6.0
1953,Art 96 ,7,3.0
1954,,0,0.0
1955, ,1,1.0
1956,,0,0.0
1957,(1) Der Bund kann für Angelegenheiten des gewerblichen Rechtsschutzes ein Bundesgericht errichten.,98,7.25
1958,(2) Der Bund kann Wehrstrafgerichte für die Streitkräfte als Bundesgerichte errichten. Sie können die,101,6.285714285714286
1959,"Strafgerichtsbarkeit nur im Verteidigungsfalle sowie über Angehörige der Streitkräfte ausüben, die in das Ausland",113,7.142857142857143
1960,entsandt oder an Bord von Kriegsschiffen eingeschifft sind. Das Nähere regelt ein Bundesgesetz. Diese Gerichte,110,6.4
1961,- Seite 28 von 50 -,19,2.3333333333333335
1962,,0,0.0
1963,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
1964,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
1965,,0,0.0
1966,gehören zum Geschäftsbereich des Bundesjustizministers. Ihre hauptamtlichen Richter müssen die Befähigung,105,8.636363636363637
1967,zum Richteramt haben.,21,6.333333333333333
1968,(3) Oberster Gerichtshof für die in Absatz 1 und 2 genannten Gerichte ist der Bundesgerichtshof.,96,5.466666666666667
1969,"(4) Der Bund kann für Personen, die zu ihm in einem öffentlich-rechtlichen Dienstverhältnis stehen,",99,6.142857142857143
1970,Bundesgerichte zur Entscheidung in Disziplinarverfahren und Beschwerdeverfahren errichten.,90,10.375
1971,(5) Für Strafverfahren auf den folgenden Gebieten kann ein Bundesgesetz mit Zustimmung des Bundesrates,102,6.357142857142857
1972,"vorsehen, dass Gerichte der Länder Gerichtsbarkeit des Bundes ausüben:",70,6.888888888888889
1973,1.   Völkermord;,16,7.5
1974,2.   völkerstrafrechtliche Verbrechen gegen die Menschlichkeit;,63,9.666666666666666
1975, ,1,1.0
1976,,0,0.0
1977,3.   Kriegsverbrechen;,22,10.5
1978, ,1,1.0
1979,,0,0.0
1980,"4.   andere Handlungen, die geeignet sind und in der Absicht vorgenommen werden, das friedliche",95,5.857142857142857
1981,Zusammenleben der Völker zu stören (Artikel 26 Abs. 1);,55,5.222222222222222
1982, ,1,1.0
1983,,0,0.0
1984,5.   Staatsschutz.,18,8.5
1985, ,1,1.0
1986,,0,0.0
1987, ,1,1.0
1988,,0,0.0
1989,Art 97 ,7,3.0
1990,,0,0.0
1991, ,1,1.0
1992,,0,0.0
1993,(1) Die Richter sind unabhängig und nur dem Gesetze unterworfen.,64,5.5
1994,(2) Die hauptamtlich und planmäßig endgültig angestellten Richter können wider ihren Willen nur kraft,101,6.285714285714286
1995,"richterlicher Entscheidung und nur aus Gründen und unter den Formen, welche die Gesetze bestimmen, vor",102,5.866666666666666
1996,Ablauf ihrer Amtszeit entlassen oder dauernd oder zeitweise ihres Amtes enthoben oder an eine andere Stelle,107,5.75
1997,"oder in den Ruhestand versetzt werden. Die Gesetzgebung kann Altersgrenzen festsetzen, bei deren Erreichung",107,6.714285714285714
1998,auf Lebenszeit angestellte Richter in den Ruhestand treten. Bei Veränderung der Einrichtung der Gerichte oder,109,6.333333333333333
1999,"ihrer Bezirke können Richter an ein anderes Gericht versetzt oder aus dem Amte entfernt werden, jedoch nur",106,5.294117647058823
2000,unter Belassung des vollen Gehaltes.,36,6.4
2001,Art 98 ,7,3.0
2002,,0,0.0
2003, ,1,1.0
2004,,0,0.0
2005,(1) Die Rechtsstellung der Bundesrichter ist durch besonderes Bundesgesetz zu regeln.,85,6.818181818181818
2006,(2) Wenn ein Bundesrichter im Amte oder außerhalb des Amtes gegen die Grundsätze des Grundgesetzes oder,103,5.5
2007,"gegen die verfassungsmäßige Ordnung eines Landes verstößt, so kann das Bundesverfassungsgericht mit",99,7.333333333333333
2008,"Zweidrittelmehrheit auf Antrag des Bundestages anordnen, daß der Richter in ein anderes Amt oder in den",103,5.5
2009,Ruhestand zu versetzen ist. Im Falle eines vorsätzlichen Verstoßes kann auf Entlassung erkannt werden.,102,6.357142857142857
2010,"(3) Die Rechtsstellung der Richter in den Ländern ist durch besondere Landesgesetze zu regeln, soweit Artikel 74",112,5.647058823529412
2011,Abs. 1 Nr. 27 nichts anderes bestimmt.,38,4.571428571428571
2012,"(4) Die Länder können bestimmen, daß über die Anstellung der Richter in den Ländern der Landesjustizminister",108,5.8125
2013,gemeinsam mit einem Richterwahlausschuß entscheidet.,52,9.6
2014,(5) Die Länder können für Landesrichter eine Absatz 2 entsprechende Regelung treffen. Geltendes,95,6.384615384615385
2015,Landesverfassungsrecht bleibt unberührt. Die Entscheidung über eine Richteranklage steht dem,92,8.3
2016,Bundesverfassungsgericht zu.,28,13.5
2017,Art 99 ,7,3.0
2018,,0,0.0
2019, ,1,1.0
2020,,0,0.0
2021,Dem Bundesverfassungsgerichte kann durch Landesgesetz die Entscheidung von Verfassungsstreitigkeiten,100,10.222222222222221
2022,"innerhalb eines Landes, den in Artikel 95 Abs. 1 genannten obersten Gerichtshöfen für den letzten Rechtszug",107,5.75
2023,"die Entscheidung in solchen Sachen zugewiesen werden, bei denen es sich um die Anwendung von Landesrecht",104,5.5625
2024,handelt.,8,8.0
2025,Art 100 ,8,3.5
2026,,0,0.0
2027, ,1,1.0
2028,,0,0.0
2029,"(1) Hält ein Gericht ein Gesetz, auf dessen Gültigkeit es bei der Entscheidung ankommt, für verfassungswidrig,",110,5.9375
2030,"so ist das Verfahren auszusetzen und, wenn es sich um die Verletzung der Verfassung eines Landes handelt,",105,5.235294117647059
2031,"die Entscheidung des für Verfassungsstreitigkeiten zuständigen Gerichtes des Landes, wenn es sich um die",104,6.5
2032,"Verletzung dieses Grundgesetzes handelt, die Entscheidung des Bundesverfassungsgerichtes einzuholen. Dies",105,9.6
2033,- Seite 29 von 50 -,19,2.3333333333333335
2034,,0,0.0
2035,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
2036,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
2037,,0,0.0
2038,"gilt auch, wenn es sich um die Verletzung dieses Grundgesetzes durch Landesrecht oder um die Unvereinbarkeit",108,5.8125
2039,eines Landesgesetzes mit einem Bundesgesetze handelt.,53,8.0
2040,"(2) Ist in einem Rechtsstreite zweifelhaft, ob eine Regel des Völkerrechtes Bestandteil des Bundesrechtes",105,6.571428571428571
2041,"ist und ob sie unmittelbar Rechte und Pflichten für den Einzelnen erzeugt (Artikel 25), so hat das Gericht die",110,4.842105263157895
2042,Entscheidung des Bundesverfassungsgerichtes einzuholen.,55,13.0
2043,(3) Will das Verfassungsgericht eines Landes bei der Auslegung des Grundgesetzes von einer Entscheidung,103,6.428571428571429
2044,"des Bundesverfassungsgerichtes oder des Verfassungsgerichtes eines anderen Landes abweichen, so hat das",103,7.666666666666667
2045,Verfassungsgericht die Entscheidung des Bundesverfassungsgerichtes einzuholen.,78,12.166666666666666
2046,Fußnote,7,7.0
2047,Art. 100 Abs. 2: vgl. BVerfGE v. 6.12.2006; 2007 I 33 - 2 BvM 9/03,66,3.466666666666667
2048,Art 101 ,8,3.5
2049,,0,0.0
2050, ,1,1.0
2051,,0,0.0
2052,(1) Ausnahmegerichte sind unzulässig. Niemand darf seinem gesetzlichen Richter entzogen werden.,95,7.7272727272727275
2053,(2) Gerichte für besondere Sachgebiete können nur durch Gesetz errichtet werden.,80,6.363636363636363
2054,Art 102 ,8,3.5
2055,,0,0.0
2056, ,1,1.0
2057,,0,0.0
2058,Die Todesstrafe ist abgeschafft.,32,7.25
2059,Art 103 ,8,3.5
2060,,0,0.0
2061, ,1,1.0
2062,,0,0.0
2063,(1) Vor Gericht hat jedermann Anspruch auf rechtliches Gehör.,61,5.888888888888889
2064,"(2) Eine Tat kann nur bestraft werden, wenn die Strafbarkeit gesetzlich bestimmt war, bevor die Tat begangen",108,5.411764705882353
2065,wurde.,6,6.0
2066,(3) Niemand darf wegen derselben Tat auf Grund der allgemeinen Strafgesetze mehrmals bestraft werden.,101,6.285714285714286
2067,Art 104 ,8,3.5
2068,,0,0.0
2069, ,1,1.0
2070,,0,0.0
2071,(1) Die Freiheit der Person kann nur auf Grund eines förmlichen Gesetzes und nur unter Beachtung der darin,106,4.944444444444445
2072,vorgeschriebenen Formen beschränkt werden. Festgehaltene Personen dürfen weder seelisch noch körperlich,103,8.454545454545455
2073,mißhandelt werden.,18,8.5
2074,(2) Über die Zulässigkeit und Fortdauer einer Freiheitsentziehung hat nur der Richter zu entscheiden. Bei jeder,111,6.0
2075,nicht auf richterlicher Anordnung beruhenden Freiheitsentziehung ist unverzüglich eine richterliche Entscheidung,112,9.272727272727273
2076,herbeizuführen. Die Polizei darf aus eigener Machtvollkommenheit niemanden länger als bis zum Ende des Tages,108,6.266666666666667
2077,nach dem Ergreifen in eigenem Gewahrsam halten. Das Nähere ist gesetzlich zu regeln.,84,5.538461538461538
2078,(3) Jeder wegen des Verdachtes einer strafbaren Handlung vorläufig Festgenommene ist spätestens am Tage,103,6.428571428571429
2079,"nach der Festnahme dem Richter vorzuführen, der ihm die Gründe der Festnahme mitzuteilen, ihn zu vernehmen",106,5.6875
2080,und ihm Gelegenheit zu Einwendungen zu geben hat. Der Richter hat unverzüglich entweder einen mit Gründen,105,5.625
2081,versehenen schriftlichen Haftbefehl zu erlassen oder die Freilassung anzuordnen.,80,8.0
2082,(4) Von jeder richterlichen Entscheidung über die Anordnung oder Fortdauer einer Freiheitsentziehung ist,104,7.076923076923077
2083,unverzüglich ein Angehöriger des Festgehaltenen oder eine Person seines Vertrauens zu benachrichtigen.,102,7.583333333333333
2084,,0,0.0
2085,X.,2,2.0
2086,Das Finanzwesen,15,7.0
2087,Art 104a ,9,4.0
2088,,0,0.0
2089, ,1,1.0
2090,,0,0.0
2091,"(1) Der Bund und die Länder tragen gesondert die Ausgaben, die sich aus der Wahrnehmung ihrer Aufgaben",102,5.0588235294117645
2092,"ergeben, soweit dieses Grundgesetz nichts anderes bestimmt.",59,7.571428571428571
2093,"(2) Handeln die Länder im Auftrage des Bundes, trägt der Bund die sich daraus ergebenden Ausgaben.",98,5.1875
2094,,0,0.0
2095,- Seite 30 von 50 -,19,2.3333333333333335
2096,,0,0.0
2097,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
2098,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
2099,,0,0.0
2100,"(3) Bundesgesetze, die Geldleistungen gewähren und von den Ländern ausgeführt werden, können bestimmen,",103,7.0
2101,"daß die Geldleistungen ganz oder zum Teil vom Bund getragen werden. Bestimmt das Gesetz, daß der Bund die",105,4.888888888888889
2102,"Hälfte der Ausgaben oder mehr trägt, wird es im Auftrage des Bundes durchgeführt.",81,5.3076923076923075
2103,"(4) Bundesgesetze, die Pflichten der Länder zur Erbringung von Geldleistungen, geldwerten Sachleistungen",104,7.75
2104,oder vergleichbaren Dienstleistungen gegenüber Dritten begründen und von den Ländern als eigene,95,7.0
2105,"Angelegenheit oder nach Absatz 3 Satz 2 im Auftrag des Bundes ausgeführt werden, bedürfen der Zustimmung",104,5.5625
2106,"des Bundesrates, wenn daraus entstehende Ausgaben von den Ländern zu tragen sind.",81,5.833333333333333
2107,(5) Der Bund und die Länder tragen die bei ihren Behörden entstehenden Verwaltungsausgaben und haften im,104,5.5625
2108,"Verhältnis zueinander für eine ordnungsmäßige Verwaltung. Das Nähere bestimmt ein Bundesgesetz, das der",103,7.0
2109,Zustimmung des Bundesrates bedarf.,34,7.75
2110,(6) Bund und Länder tragen nach der innerstaatlichen Zuständigkeits- und Aufgabenverteilung die Lasten,102,6.923076923076923
2111,einer Verletzung von supranationalen oder völkerrechtlichen Verpflichtungen Deutschlands. In Fällen,99,9.0
2112,länderübergreifender Finanzkorrekturen der Europäischen Union tragen Bund und Länder diese Lasten im,100,7.416666666666667
2113,Verhältnis 15 zu 85. Die Ländergesamtheit trägt in diesen Fällen solidarisch 35 vom Hundert der Gesamtlasten,108,5.8125
2114,"entsprechend einem allgemeinen Schlüssel; 50 vom Hundert der Gesamtlasten tragen die Länder, die die Lasten",107,6.2
2115,"verursacht haben, anteilig entsprechend der Höhe der erhaltenen Mittel. Das Nähere regelt ein Bundesgesetz,",107,6.714285714285714
2116,das der Zustimmung des Bundesrates bedarf.,42,6.166666666666667
2117,Art 104b ,9,4.0
2118,,0,0.0
2119, ,1,1.0
2120,,0,0.0
2121,"(1) Der Bund kann, soweit dieses Grundgesetz ihm Gesetzgebungsbefugnisse verleiht, den Ländern Finanzhilfen",107,7.3076923076923075
2122,"für besonders bedeutsame Investitionen der Länder und der Gemeinden (Gemeindeverbände) gewähren, die",100,7.416666666666667
2123,1.   zur Abwehr einer Störung des gesamtwirtschaftlichen Gleichgewichts oder,76,7.555555555555555
2124,2.   zum Ausgleich unterschiedlicher Wirtschaftskraft im Bundesgebiet oder,74,8.375
2125, ,1,1.0
2126,,0,0.0
2127,3.   zur Förderung des wirtschaftlichen Wachstums,49,7.333333333333333
2128, ,1,1.0
2129,,0,0.0
2130,erforderlich sind. Abweichend von Satz 1 kann der Bund im Falle von Naturkatastrophen oder außergewöhnlichen,108,6.266666666666667
2131,"Notsituationen, die sich der Kontrolle des Staates entziehen und die staatliche Finanzlage erheblich",100,6.769230769230769
2132,"beeinträchtigen, auch ohne Gesetzgebungsbefugnisse Finanzhilfen gewähren.",73,11.333333333333334
2133, ,1,1.0
2134,,0,0.0
2135,"(2) Das Nähere, insbesondere die Arten der zu fördernden Investitionen, wird durch Bundesgesetz,",96,6.461538461538462
2136,"das der Zustimmung des Bundesrates bedarf, oder auf Grund des Bundeshaushaltsgesetzes durch",91,6.666666666666667
2137,Verwaltungsvereinbarung geregelt. Das Bundesgesetz oder die Verwaltungsvereinbarung kann Bestimmungen,101,10.333333333333334
2138,über die Ausgestaltung der jeweiligen Länderprogramme zur Verwendung der Finanzhilfen vorsehen.,95,7.7272727272727275
2139,Die Festlegung der Kriterien für die Ausgestaltung der Länderprogramme erfolgt im Einvernehmen mit,98,6.615384615384615
2140,den betroffenen Ländern. Zur Gewährleistung der zweckentsprechenden Mittelverwendung kann die,93,8.4
2141,Bundesregierung Bericht und Vorlage der Akten verlangen und Erhebungen bei allen Behörden durchführen.,102,6.923076923076923
2142,Die Mittel sind befristet zu gewähren und hinsichtlich ihrer Verwendung in regelmäßigen Zeitabständen zu,104,6.5
2143,überprüfen. Die Finanzhilfen sind im Zeitablauf mit fallenden Jahresbeträgen zu gestalten.,90,7.2727272727272725
2144,"(3) Bundestag, Bundesregierung und Bundesrat sind auf Verlangen über die Durchführung der Maßnahmen und",103,6.428571428571429
2145,die erzielten Verbesserungen zu unterrichten.,45,8.2
2146,Art 104c ,9,4.0
2147,,0,0.0
2148, ,1,1.0
2149,,0,0.0
2150,Der Bund kann den Ländern Finanzhilfen für gesamtstaatlich bedeutsame Investitionen der finanzschwachen,103,7.666666666666667
2151,Gemeinden (Gemeindeverbände) im Bereich der kommunalen Bildungsinfrastruktur gewähren. Artikel 104b,99,9.0
2152,Absatz 2 und 3 gilt entsprechend.,33,4.666666666666667
2153,Art 105 ,8,3.5
2154,,0,0.0
2155, ,1,1.0
2156,,0,0.0
2157,(1) Der Bund hat die ausschließliche Gesetzgebung über die Zölle und Finanzmonopole.,84,6.083333333333333
2158,"(2) Der Bund hat die konkurrierende Gesetzgebung über die übrigen Steuern, wenn ihm das Aufkommen dieser",104,5.5625
2159,Steuern ganz oder zum Teil zusteht oder die Voraussetzungen des Artikels 72 Abs. 2 vorliegen.,93,5.266666666666667
2160,,0,0.0
2161,- Seite 31 von 50 -,19,2.3333333333333335
2162,,0,0.0
2163,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
2164,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
2165,,0,0.0
2166,"(2a) Die Länder haben die Befugnis zur Gesetzgebung über die örtlichen Verbrauch- und Aufwandsteuern,",101,6.285714285714286
2167,solange und soweit sie nicht bundesgesetzlich geregelten Steuern gleichartig sind. Sie haben die Befugnis zur,109,6.333333333333333
2168,Bestimmung des Steuersatzes bei der Grunderwerbsteuer.,54,8.166666666666666
2169,"(3) Bundesgesetze über Steuern, deren Aufkommen den Ländern oder den Gemeinden (Gemeindeverbänden)",98,7.25
2170,"ganz oder zum Teil zufließt, bedürfen der Zustimmung des Bundesrates.",69,6.0
2171,Art 106 ,8,3.5
2172,,0,0.0
2173, ,1,1.0
2174,,0,0.0
2175,(1) Der Ertrag der Finanzmonopole und das Aufkommen der folgenden Steuern stehen dem Bund zu:,93,5.266666666666667
2176,"1.   die Zölle,",15,4.333333333333333
2177,"2.   die Verbrauchsteuern, soweit sie nicht nach Absatz 2 den Ländern, nach Absatz 3 Bund und Ländern",101,5.0
2178,"gemeinsam oder nach Absatz 6 den Gemeinden zustehen,",52,5.625
2179, ,1,1.0
2180,,0,0.0
2181,"3.   die Straßengüterverkehrsteuer, die Kraftfahrzeugsteuer und sonstige auf motorisierte Verkehrsmittel",104,9.5
2182,"bezogene Verkehrsteuern,",24,11.5
2183, ,1,1.0
2184,,0,0.0
2185,"4.   die Kapitalverkehrsteuern, die Versicherungsteuer und die Wechselsteuer,",77,8.75
2186, ,1,1.0
2187,,0,0.0
2188,5.   die einmaligen Vermögensabgaben und die zur Durchführung des Lastenausgleichs erhobenen,92,7.454545454545454
2189,"Ausgleichsabgaben,",18,18.0
2190, ,1,1.0
2191,,0,0.0
2192,"6.   die Ergänzungsabgabe zur Einkommensteuer und zur Körperschaftsteuer,",73,8.25
2193, ,1,1.0
2194,,0,0.0
2195,7.   Abgaben im Rahmen der Europäischen Gemeinschaften.,55,7.0
2196, ,1,1.0
2197,,0,0.0
2198, ,1,1.0
2199,,0,0.0
2200,(2) Das Aufkommen der folgenden Steuern steht den Ländern zu:,61,5.2
2201,"1.   die Vermögensteuer,",24,7.333333333333333
